,Sex,LSM (mm),Diameter (mm),Height (mm),Weight_of_Abalone (grams),Weight_Of_Meat (mm),Gut_Weight_After_Bleeding (grams),Shell_Weight (grams),Rings
179,2,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,11.0
3875,2,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9.0
465,1,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5.0
578,1,0.58,0.445,0.15,0.8865,0.38299999999999995,0.209,0.255,11.0
236,1,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1.0
3977,1,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7.0
3541,1,0.45,0.35,0.11,0.514,0.253,0.1045,0.14,8.0
2511,1,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6.0
2755,0,0.525,0.415,0.15,0.7055,0.32899999999999996,0.147,0.19899999999999998,10.0
3719,1,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,7.0
2411,1,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9.0
271,2,0.59,0.5,0.2,1.187,0.41200000000000003,0.2705,0.37,16.0
720,1,0.16,0.11,0.025,0.018000000000000002,0.0065,0.0055,0.005,3.0
3887,0,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9.0
2798,2,0.64,0.485,0.15,1.0979999999999999,0.5195,0.222,0.3175,10.0
591,0,0.37,0.29,0.115,0.25,0.111,0.057,0.075,9.0
3581,2,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9.0
149,1,0.17,0.13,0.095,0.03,0.013000000000000001,0.008,0.01,4.0
1227,1,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,8.0
1088,1,0.45,0.34,0.12,0.4925,0.24100000000000002,0.1075,0.12,6.0
2743,1,0.475,0.355,0.115,0.5195,0.27899999999999997,0.08800000000000001,0.1325,7.0
2075,2,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9.0
430,0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18.0
2179,0,0.595,0.47,0.25,1.2830000000000001,0.462,0.2475,0.445,14.0
3039,2,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,10.0
1074,1,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7.0
2370,1,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8.0
4164,1,0.39,0.29,0.1,0.2845,0.1255,0.0635,0.081,7.0
399,2,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11.0
4150,1,0.33,0.23,0.08,0.14,0.0565,0.0365,0.046,7.0
1900,2,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,9.0
625,0,0.525,0.405,0.16,0.6579999999999999,0.2655,0.1125,0.225,12.0
4077,1,0.55,0.435,0.125,0.741,0.348,0.1585,0.20600000000000002,9.0
118,0,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9.0
3257,2,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,9.0
1784,2,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,8.0
1637,0,0.575,0.465,0.195,0.9965,0.41700000000000004,0.247,0.47,8.0
107,0,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,10.0
2268,0,0.545,0.445,0.175,0.8525,0.3465,0.18899999999999997,0.295,13.0
1639,1,0.575,0.45,0.135,0.807,0.3615,0.17600000000000002,0.254,10.0
2760,1,0.55,0.43,0.145,0.7120000000000001,0.3025,0.152,0.225,10.0
3672,0,0.595,0.44,0.135,0.9640000000000001,0.5005,0.1715,0.2575,10.0
3225,1,0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,9.0
850,0,0.55,0.45,0.15,0.875,0.36200000000000004,0.1755,0.2765,10.0
1535,1,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,6.0
2326,2,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,11.0
3328,1,0.575,0.475,0.17,0.9670000000000001,0.3775,0.284,0.275,13.0
2510,1,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8.0
939,1,0.46,0.36,0.1,0.4635,0.2325,0.09300000000000001,0.115,7.0
2556,1,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6.0
87,2,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10.0
2112,2,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,8.0
1504,0,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,10.0
1016,2,0.63,0.485,0.155,1.278,0.637,0.275,0.31,8.0
2278,2,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,9.0
469,2,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21.0
1273,1,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,8.0
963,2,0.505,0.41,0.125,0.642,0.289,0.133,0.155,9.0
1085,1,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,7.0
3622,2,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10.0
3813,1,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,8.0
1680,2,0.62,0.515,0.175,1.2209999999999999,0.535,0.24100000000000002,0.395,13.0
210,0,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10.0
3367,1,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17.0
3299,2,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,16.0
2878,0,0.465,0.35,0.11,0.4085,0.165,0.102,0.131,8.0
3115,1,0.44,0.34,0.12,0.4995,0.2965,0.0945,0.1185,6.0
3175,1,0.51,0.405,0.12,0.61,0.22899999999999998,0.131,0.235,11.0
2886,2,0.505,0.365,0.115,0.521,0.25,0.096,0.15,8.0
198,2,0.56,0.45,0.16,0.922,0.43200000000000005,0.17800000000000002,0.26,15.0
2664,0,0.57,0.43,0.16,0.8109999999999999,0.3875,0.159,0.2285,9.0
349,2,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14.0
1971,0,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,11.0
1253,1,0.42,0.305,0.09,0.32799999999999996,0.168,0.0615,0.08199999999999999,6.0
1943,0,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,11.0
878,0,0.635,0.485,0.165,1.2945,0.6679999999999999,0.2605,0.2715,9.0
2803,2,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,12.0
2059,1,0.49,0.37,0.11,0.5379999999999999,0.271,0.1035,0.139,8.0
3111,1,0.41,0.325,0.105,0.361,0.1605,0.0665,0.10300000000000001,8.0
1439,1,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8.0
2337,2,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11.0
704,2,0.4,0.3,0.125,0.41700000000000004,0.191,0.09,0.1175,9.0
3354,0,0.455,0.36,0.11,0.4385,0.20600000000000002,0.098,0.125,10.0
167,0,0.68,0.57,0.205,1.8419999999999999,0.625,0.408,0.65,20.0
2001,1,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6.0
2349,0,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9.0
537,2,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,7.0
223,0,0.445,0.355,0.15,0.485,0.18100000000000002,0.125,0.155,11.0
2076,0,0.6,0.47,0.19,1.1345,0.49200000000000005,0.2595,0.3375,10.0
740,2,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,14.0
2856,0,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11.0
2304,2,0.59,0.49,0.135,1.008,0.42200000000000004,0.2245,0.285,11.0
3492,2,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8.0
1891,1,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,9.0
3411,1,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7.0
610,0,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,12.0
3866,0,0.525,0.43,0.165,0.7170000000000001,0.289,0.1745,0.195,10.0
4148,2,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355,11.0
4061,2,0.62,0.465,0.145,0.9109999999999999,0.375,0.2145,0.278,10.0
339,0,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15.0
1881,1,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,6.0
2325,0,0.415,0.305,0.105,0.3605,0.12,0.08199999999999999,0.1,10.0
1520,2,0.67,0.5,0.19,1.5190000000000001,0.616,0.38799999999999996,0.415,10.0
2944,2,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,7.0
3953,1,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184,8.0
3112,1,0.415,0.32,0.115,0.3045,0.1215,0.0735,0.094,7.0
1187,2,0.685,0.52,0.165,1.5190000000000001,0.6990000000000001,0.3685,0.4,10.0
570,1,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16.0
3851,2,0.56,0.44,0.13,0.8255,0.2425,0.20199999999999999,0.285,10.0
1021,2,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,10.0
3499,0,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9.0
1278,1,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8.0
4085,2,0.585,0.51,0.16,1.218,0.639,0.24100000000000002,0.3,11.0
3628,0,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,13.0
3565,0,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9.0
3821,2,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10.0
2625,2,0.77,0.6,0.215,2.1945,1.0515,0.48200000000000004,0.584,10.0
2614,2,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9.0
4015,2,0.635,0.48,0.145,1.181,0.665,0.22899999999999998,0.225,10.0
1694,2,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9.0
2114,1,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,4.0
1490,0,0.605,0.485,0.16,1.2009999999999998,0.41700000000000004,0.2875,0.38,9.0
2669,2,0.59,0.47,0.15,0.861,0.413,0.16399999999999998,0.249,8.0
3401,2,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18.0
2869,1,0.37,0.28,0.085,0.198,0.0805,0.0455,0.057999999999999996,5.0
566,1,0.485,0.355,0.13,0.581,0.245,0.132,0.168,12.0
2192,0,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14.0
2643,1,0.485,0.375,0.13,0.5535,0.266,0.11199999999999999,0.157,8.0
4051,2,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10.0
1181,0,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10.0
1279,1,0.495,0.38,0.13,0.5125,0.2185,0.11599999999999999,0.16,7.0
2238,1,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,8.0
3505,2,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,10.0
3784,2,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,11.0
776,2,0.505,0.385,0.145,0.6775,0.23600000000000002,0.179,0.2,15.0
1812,2,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,10.0
3352,0,0.52,0.405,0.145,0.8290000000000001,0.3535,0.1685,0.205,15.0
3194,0,0.61,0.47,0.16,1.0170000000000001,0.426,0.2255,0.32,12.0
800,2,0.46,0.34,0.135,0.495,0.1655,0.11699999999999999,0.185,10.0
3184,0,0.67,0.545,0.175,1.7069999999999999,0.6995,0.387,0.575,13.0
3327,1,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16.0
2531,2,0.605,0.475,0.175,1.2009999999999998,0.5395,0.275,0.309,10.0
2161,0,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,17.0
2962,1,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,9.0
3718,1,0.36,0.25,0.115,0.465,0.21,0.1055,0.128,7.0
1220,1,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052000000000000005,7.0
2668,0,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8.0
661,1,0.535,0.45,0.17,0.7809999999999999,0.3055,0.1555,0.295,11.0
2275,2,0.655,0.525,0.185,1.2590000000000001,0.48700000000000004,0.2215,0.445,20.0
1313,2,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9.0
3284,2,0.565,0.44,0.155,0.868,0.348,0.217,0.26,11.0
2379,0,0.36,0.265,0.09,0.2165,0.096,0.037000000000000005,0.0735,10.0
315,1,0.45,0.355,0.11,0.4585,0.19399999999999998,0.067,0.14,8.0
638,1,0.44,0.345,0.12,0.48700000000000004,0.1965,0.10800000000000001,0.16,14.0
1150,2,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9.0
3450,0,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7.0
1479,2,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8.0
2980,1,0.5,0.37,0.115,0.5745,0.306,0.11199999999999999,0.141,7.0
3183,2,0.565,0.44,0.115,0.9185,0.40399999999999997,0.1785,0.29,11.0
3472,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.013999999999999999,3.0
1831,1,0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,6.0
3421,2,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11.0
2565,1,0.45,0.35,0.12,0.46799999999999997,0.2005,0.1065,0.1325,8.0
2208,0,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16.0
1761,2,0.75,0.595,0.205,2.2205,1.083,0.42100000000000004,0.63,12.0
2722,1,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,7.0
1350,0,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,10.0
1691,1,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,12.0
2893,0,0.535,0.445,0.125,0.8725,0.41700000000000004,0.19899999999999998,0.24,8.0
548,0,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12.0
1264,1,0.455,0.33,0.1,0.37200000000000005,0.358,0.0775,0.11,8.0
2909,0,0.58,0.45,0.15,0.92,0.39299999999999996,0.212,0.2895,9.0
375,0,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,20.0
3896,2,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14.0
3520,0,0.72,0.545,0.185,1.7185,0.7925,0.401,0.46799999999999997,11.0
2206,0,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5.0
1432,1,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,5.0
1707,2,0.645,0.5,0.175,1.286,0.5645,0.28800000000000003,0.386,12.0
3834,2,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6.0
2663,2,0.57,0.45,0.135,1.02,0.546,0.204,0.25,9.0
637,2,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,6.0
2222,0,0.625,0.525,0.195,1.3519999999999999,0.4505,0.2445,0.53,13.0
717,1,0.25,0.19,0.06,0.0765,0.036000000000000004,0.0115,0.0245,6.0
2839,0,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,10.0
3745,1,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5.0
2028,0,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,10.0
241,1,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5.0
3440,1,0.465,0.37,0.1,0.5055,0.23399999999999999,0.11,0.14,7.0
2503,1,0.3,0.23,0.075,0.127,0.052000000000000005,0.03,0.0345,6.0
1958,1,0.65,0.52,0.15,1.238,0.5495,0.29600000000000004,0.3305,10.0
2006,1,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7.0
1590,1,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,7.0
1830,1,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,7.0
1656,0,0.6,0.475,0.15,1.13,0.575,0.196,0.305,9.0
3157,0,0.43,0.35,0.09,0.397,0.1575,0.08900000000000001,0.12,9.0
1072,1,0.4,0.32,0.095,0.348,0.19399999999999998,0.053,0.087,6.0
1999,1,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,6.0
1425,0,0.735,0.565,0.205,2.1275,0.9490000000000001,0.46,0.565,12.0
3141,1,0.18,0.135,0.08,0.033,0.0145,0.006999999999999999,0.01,5.0
1930,2,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,11.0
3255,1,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,5.0
2523,0,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9.0
3087,1,0.425,0.31,0.095,0.3075,0.139,0.0745,0.09300000000000001,7.0
3482,1,0.47,0.355,0.145,0.4485,0.156,0.102,0.12300000000000001,7.0
5,1,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,8.0
124,1,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,6.0
732,2,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,15.0
2998,0,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,9.0
3109,1,0.38,0.29,0.085,0.2285,0.08800000000000001,0.0465,0.075,7.0
39,2,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,9.0
2362,0,0.66,0.525,0.205,1.3665,0.5005,0.29100000000000004,0.41,18.0
48,1,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,6.0
2724,1,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,8.0
64,2,0.52,0.4,0.12,0.58,0.23399999999999999,0.1315,0.185,8.0
823,1,0.385,0.29,0.095,0.312,0.14300000000000002,0.0635,0.086,6.0
1216,1,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,5.0
1123,0,0.55,0.415,0.135,0.8145,0.42700000000000005,0.1855,0.175,8.0
4130,2,0.58,0.45,0.14,0.8240000000000001,0.3465,0.1765,0.263,10.0
4143,0,0.655,0.5,0.22,1.359,0.642,0.3255,0.405,13.0
3939,2,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14.0
73,2,0.57,0.48,0.175,1.185,0.474,0.261,0.38,11.0
2279,2,0.525,0.405,0.135,0.7575,0.3305,0.21600000000000003,0.195,10.0
827,1,0.4,0.31,0.1,0.306,0.13,0.06,0.094,6.0
774,2,0.49,0.38,0.14,0.7605,0.245,0.16699999999999998,0.185,10.0
1661,2,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10.0
2454,1,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027000000000000003,5.0
3076,0,0.68,0.56,0.195,1.6640000000000001,0.58,0.3855,0.545,11.0
3211,0,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10.0
310,0,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21.0
3471,0,0.725,0.58,0.185,1.5230000000000001,0.8045,0.3595,0.4375,9.0
331,0,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8.0
2280,2,0.44,0.375,0.13,0.48700000000000004,0.226,0.0965,0.155,9.0
1135,1,0.57,0.44,0.15,0.755,0.3425,0.16,0.22399999999999998,8.0
3588,2,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,12.0
1899,2,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,9.0
2240,2,0.415,0.315,0.125,0.38799999999999996,0.068,0.09,0.125,12.0
138,0,0.405,0.325,0.11,0.3555,0.151,0.063,0.11699999999999999,9.0
3026,1,0.495,0.375,0.115,0.507,0.24100000000000002,0.10300000000000001,0.15,8.0
1732,2,0.665,0.52,0.175,1.3725,0.606,0.32,0.395,12.0
2985,1,0.535,0.4,0.135,0.775,0.368,0.20800000000000002,0.2055,8.0
2181,2,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16.0
405,0,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12.0
4050,2,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,9.0
4073,1,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,9.0
513,2,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6.0
2610,0,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9.0
990,0,0.575,0.46,0.16,1.103,0.5379999999999999,0.221,0.249,9.0
2019,1,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,9.0
2459,0,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20.0
3530,1,0.36,0.265,0.09,0.2055,0.096,0.037000000000000005,0.0585,7.0
1713,2,0.645,0.5,0.175,1.3375,0.5539999999999999,0.308,0.415,10.0
1780,2,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9.0
3799,0,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,11.0
1858,0,0.51,0.4,0.12,0.7005,0.34700000000000003,0.1105,0.195,10.0
1321,1,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9.0
1580,1,0.5,0.4,0.12,0.616,0.261,0.14300000000000002,0.1935,8.0
3047,2,0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235,9.0
3408,1,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7.0
208,0,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13.0
278,2,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20.0
969,2,0.51,0.41,0.145,0.7959999999999999,0.3865,0.1815,0.1955,8.0
3809,0,0.52,0.375,0.135,0.5375,0.221,0.11699999999999999,0.17,8.0
1094,1,0.47,0.38,0.125,0.4845,0.21100000000000002,0.1075,0.142,6.0
1099,1,0.5,0.375,0.14,0.5495,0.248,0.11199999999999999,0.1585,7.0
3835,0,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7.0
4067,1,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,6.0
2415,2,0.4,0.315,0.105,0.287,0.1135,0.037000000000000005,0.113,10.0
1918,0,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,11.0
1299,1,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.18899999999999997,9.0
1739,2,0.675,0.525,0.16,1.2835,0.5720000000000001,0.2755,0.3545,13.0
2047,1,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6.0
562,0,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,11.0
3014,1,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,6.0
1178,0,0.65,0.5,0.19,1.464,0.6415,0.33899999999999997,0.4245,9.0
1154,2,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8.0
2862,2,0.735,0.57,0.21,2.2355,1.1705,0.46299999999999997,0.5315,10.0
135,0,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,8.0
2624,2,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,12.0
3206,1,0.295,0.215,0.075,0.11599999999999999,0.037000000000000005,0.0295,0.04,8.0
1244,1,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7.0
2212,0,0.595,0.495,0.235,1.3659999999999999,0.5065,0.21899999999999997,0.52,13.0
2444,2,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9.0
134,1,0.265,0.2,0.065,0.0975,0.04,0.0205,0.027999999999999997,7.0
161,0,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,13.0
822,1,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7.0
2597,0,0.6,0.46,0.15,1.235,0.6025,0.27399999999999997,0.29,8.0
919,1,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6.0
199,2,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,10.0
1563,1,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10.0
981,0,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9.0
125,1,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,5.0
3083,1,0.225,0.17,0.05,0.0515,0.019,0.012,0.017,4.0
3975,1,0.44,0.33,0.135,0.4095,0.163,0.1005,0.11900000000000001,6.0
3058,1,0.62,0.475,0.16,0.907,0.371,0.16699999999999998,0.3075,11.0
719,1,0.15,0.1,0.025,0.015,0.0045,0.004,0.005,2.0
3030,1,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.18600000000000003,11.0
4151,1,0.35,0.25,0.075,0.1695,0.0835,0.0355,0.040999999999999995,6.0
96,2,0.535,0.435,0.15,0.725,0.26899999999999996,0.1385,0.25,9.0
1447,2,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8.0
2818,1,0.36,0.27,0.09,0.23199999999999998,0.12,0.0435,0.055999999999999994,8.0
170,2,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,14.0
2892,2,0.53,0.405,0.15,0.8315,0.35200000000000004,0.187,0.2525,10.0
3139,1,0.335,0.26,0.09,0.1835,0.078,0.024,0.065,11.0
2660,1,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,8.0
1386,2,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12.0
1647,0,0.585,0.445,0.14,0.9129999999999999,0.4305,0.2205,0.253,10.0
3359,1,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20.0
2005,1,0.395,0.29,0.095,0.3,0.158,0.068,0.078,7.0
3311,0,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12.0
2783,2,0.6,0.495,0.185,1.1145,0.5055,0.2635,0.36700000000000005,11.0
3168,2,0.605,0.47,0.115,1.114,0.3925,0.29100000000000004,0.31,15.0
3402,2,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13.0
1961,0,0.655,0.515,0.18,1.412,0.6195,0.2485,0.49700000000000005,11.0
804,2,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10.0
1036,0,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11.0
3700,0,0.66,0.53,0.17,1.431,0.622,0.309,0.39799999999999996,10.0
612,2,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,9.0
51,2,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,7.0
3282,0,0.58,0.475,0.165,1.0385,0.414,0.26,0.305,13.0
2281,1,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,8.0
3649,1,0.515,0.405,0.13,0.573,0.213,0.134,0.195,9.0
567,1,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12.0
2763,1,0.55,0.425,0.135,0.6559999999999999,0.257,0.17,0.203,10.0
3224,2,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16.0
1837,1,0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975,6.0
3132,0,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,10.0
3569,1,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,11.0
1748,0,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,11.0
3540,1,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8.0
341,0,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14.0
2733,1,0.415,0.335,0.1,0.358,0.16899999999999998,0.067,0.105,7.0
2134,0,0.44,0.33,0.115,0.4005,0.14300000000000002,0.113,0.12,8.0
3987,0,0.655,0.545,0.185,1.7590000000000001,0.6865,0.313,0.547,11.0
2434,1,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16.0
2145,0,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,9.0
1724,0,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,11.0
3485,1,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7.0
151,0,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,9.0
361,0,0.59,0.465,0.15,0.997,0.392,0.24600000000000002,0.34,12.0
3531,1,0.365,0.275,0.09,0.2345,0.10800000000000001,0.051,0.0625,7.0
291,0,0.565,0.505,0.21,1.2765,0.501,0.27899999999999997,0.355,12.0
2149,2,0.27,0.195,0.07,0.106,0.0465,0.018000000000000002,0.036000000000000004,7.0
